date,metric,category,geography,unit,series_type,value
2019-05-01,Household spending - Through the year percentage change,Non Discretionary,Victoria,Percent,Seasonally Adjusted,4.2
2019-05-01,Household spending,Recreation and culture,Victoria,$ Millions,Seasonally Adjusted,2275.2
2019-05-01,Household spending - Percentage change from previous period,Recreation and culture,Victoria,Percent,Seasonally Adjusted,-0.7
2019-05-01,Household spending - Through the year percentage change,Recreation and culture,Victoria,Percent,Seasonally Adjusted,-7.7
2019-05-01,Household spending,Services,Victoria,$ Millions,Seasonally Adjusted,6007.0
2019-05-01,Household spending - Percentage change from previous period,Services,Victoria,Percent,Seasonally Adjusted,1.1
2019-05-01,Household spending - Through the year percentage change,Services,Victoria,Percent,Seasonally Adjusted,-2.1
2019-05-01,Household spending,Total (Household Spending Categories),Victoria,$ Millions,Seasonally Adjusted,14137.3
2019-05-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Victoria,Percent,Seasonally Adjusted,0.7
2019-05-01,Household spending - Through the year percentage change,Total (Household Spending Categories),Victoria,Percent,Seasonally Adjusted,0.1
2019-05-01,Household spending,Transport,Victoria,$ Millions,Seasonally Adjusted,2529.2
2019-05-01,Household spending - Percentage change from previous period,Transport,Victoria,Percent,Seasonally Adjusted,1.7
2019-05-01,Household spending - Through the year percentage change,Transport,Victoria,Percent,Seasonally Adjusted,2.8
2019-05-01,Household spending,Alcoholic beverages and tobacco,Western Australia,$ Millions,Seasonally Adjusted,336.3
2019-05-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Western Australia,Percent,Seasonally Adjusted,-1.6
2019-05-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,Western Australia,Percent,Seasonally Adjusted,1.5
2019-05-01,Household spending,Clothing and footwear,Western Australia,$ Millions,Seasonally Adjusted,311.7
2019-05-01,Household spending - Percentage change from previous period,Clothing and footwear,Western Australia,Percent,Seasonally Adjusted,-2.5
2019-05-01,Household spending - Through the year percentage change,Clothing and footwear,Western Australia,Percent,Seasonally Adjusted,10.1
2019-05-01,Household spending,Discretionary,Western Australia,$ Millions,Seasonally Adjusted,3415.6
2019-05-01,Household spending - Percentage change from previous period,Discretionary,Western Australia,Percent,Seasonally Adjusted,0.4
2019-05-01,Household spending - Through the year percentage change,Discretionary,Western Australia,Percent,Seasonally Adjusted,-0.2
2019-05-01,Household spending,Food,Western Australia,$ Millions,Seasonally Adjusted,941.2
2019-05-01,Household spending - Percentage change from previous period,Food,Western Australia,Percent,Seasonally Adjusted,-0.3
2019-05-01,Household spending - Through the year percentage change,Food,Western Australia,Percent,Seasonally Adjusted,1.1
2019-05-01,Household spending,Furnishings and household equipment,Western Australia,$ Millions,Seasonally Adjusted,366.6
2019-05-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Western Australia,Percent,Seasonally Adjusted,-1.1
2019-05-01,Household spending - Through the year percentage change,Furnishings and household equipment,Western Australia,Percent,Seasonally Adjusted,-6.6
2019-05-01,Household spending,Goods,Western Australia,$ Millions,Seasonally Adjusted,3137.4
2019-05-01,Household spending - Percentage change from previous period,Goods,Western Australia,Percent,Seasonally Adjusted,-0.5
2019-05-01,Household spending - Through the year percentage change,Goods,Western Australia,Percent,Seasonally Adjusted,0.9
2019-05-01,Household spending,Health,Western Australia,$ Millions,Seasonally Adjusted,692.7
2019-05-01,Household spending - Percentage change from previous period,Health,Western Australia,Percent,Seasonally Adjusted,0.2
2019-05-01,Household spending - Through the year percentage change,Health,Western Australia,Percent,Seasonally Adjusted,-0.7
2019-05-01,Household spending,"Hotels, cafes and restaurants",Western Australia,$ Millions,Seasonally Adjusted,652.8
2019-05-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Western Australia,Percent,Seasonally Adjusted,-1.0
2019-05-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Western Australia,Percent,Seasonally Adjusted,-1.2
2019-05-01,Household spending,Miscellaneous goods and services,Western Australia,$ Millions,Seasonally Adjusted,536.7
2019-05-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Western Australia,Percent,Seasonally Adjusted,2.7
2019-05-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Western Australia,Percent,Seasonally Adjusted,3.7
2019-05-01,Household spending,Non Discretionary,Western Australia,$ Millions,Seasonally Adjusted,2218.1
2019-05-01,Household spending - Percentage change from previous period,Non Discretionary,Western Australia,Percent,Seasonally Adjusted,-0.3
2019-05-01,Household spending - Through the year percentage change,Non Discretionary,Western Australia,Percent,Seasonally Adjusted,0.4
2019-05-01,Household spending,Recreation and culture,Western Australia,$ Millions,Seasonally Adjusted,791.8
2019-05-01,Household spending - Percentage change from previous period,Recreation and culture,Western Australia,Percent,Seasonally Adjusted,-0.8
2019-05-01,Household spending - Through the year percentage change,Recreation and culture,Western Australia,Percent,Seasonally Adjusted,-2.2
2019-05-01,Household spending,Services,Western Australia,$ Millions,Seasonally Adjusted,2496.2
2019-05-01,Household spending - Percentage change from previous period,Services,Western Australia,Percent,Seasonally Adjusted,0.9
2019-05-01,Household spending - Through the year percentage change,Services,Western Australia,Percent,Seasonally Adjusted,-1.0
2019-05-01,Household spending,Total (Household Spending Categories),Western Australia,$ Millions,Seasonally Adjusted,5633.7
2019-05-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Western Australia,Percent,Seasonally Adjusted,0.1
2019-05-01,Household spending - Through the year percentage change,Total (Household Spending Categories),Western Australia,Percent,Seasonally Adjusted,0.0
2019-05-01,Household spending,Transport,Western Australia,$ Millions,Seasonally Adjusted,1003.8
2019-05-01,Household spending - Percentage change from previous period,Transport,Western Australia,Percent,Seasonally Adjusted,2.5
2019-05-01,Household spending - Through the year percentage change,Transport,Western Australia,Percent,Seasonally Adjusted,-0.4
2019-06-01,Household spending,Alcoholic beverages and tobacco,Australia,$ Millions,Seasonally Adjusted,3576.5
2019-06-01,Household spending - Percentage change from previous period,Alcoholic beverages and tobacco,Australia,Percent,Seasonally Adjusted,0.9
2019-06-01,Household spending - Through the year percentage change,Alcoholic beverages and tobacco,Australia,Percent,Seasonally Adjusted,3.0
2019-06-01,Household spending,Clothing and footwear,Australia,$ Millions,Seasonally Adjusted,3168.8
2019-06-01,Household spending - Percentage change from previous period,Clothing and footwear,Australia,Percent,Seasonally Adjusted,0.6
2019-06-01,Household spending - Through the year percentage change,Clothing and footwear,Australia,Percent,Seasonally Adjusted,3.4
2019-06-01,Household spending,Discretionary,Australia,$ Millions,Seasonally Adjusted,35337.7
2019-06-01,Household spending - Percentage change from previous period,Discretionary,Australia,Percent,Seasonally Adjusted,0.2
2019-06-01,Household spending - Through the year percentage change,Discretionary,Australia,Percent,Seasonally Adjusted,-1.4
2019-06-01,Household spending,Food,Australia,$ Millions,Seasonally Adjusted,8408.2
2019-06-01,Household spending - Percentage change from previous period,Food,Australia,Percent,Seasonally Adjusted,-0.6
2019-06-01,Household spending - Through the year percentage change,Food,Australia,Percent,Seasonally Adjusted,1.6
2019-06-01,Household spending,Furnishings and household equipment,Australia,$ Millions,Seasonally Adjusted,3803.3
2019-06-01,Household spending - Percentage change from previous period,Furnishings and household equipment,Australia,Percent,Seasonally Adjusted,0.5
2019-06-01,Household spending - Through the year percentage change,Furnishings and household equipment,Australia,Percent,Seasonally Adjusted,-4.9
2019-06-01,Household spending,Goods,Australia,$ Millions,Seasonally Adjusted,30706.1
2019-06-01,Household spending - Percentage change from previous period,Goods,Australia,Percent,Seasonally Adjusted,0.7
2019-06-01,Household spending - Through the year percentage change,Goods,Australia,Percent,Seasonally Adjusted,0.4
2019-06-01,Household spending,Health,Australia,$ Millions,Seasonally Adjusted,5954.9
2019-06-01,Household spending - Percentage change from previous period,Health,Australia,Percent,Seasonally Adjusted,-1.9
2019-06-01,Household spending - Through the year percentage change,Health,Australia,Percent,Seasonally Adjusted,0.7
2019-06-01,Household spending,"Hotels, cafes and restaurants",Australia,$ Millions,Seasonally Adjusted,6577.3
2019-06-01,Household spending - Percentage change from previous period,"Hotels, cafes and restaurants",Australia,Percent,Seasonally Adjusted,-0.2
2019-06-01,Household spending - Through the year percentage change,"Hotels, cafes and restaurants",Australia,Percent,Seasonally Adjusted,-6.2
2019-06-01,Household spending,Miscellaneous goods and services,Australia,$ Millions,Seasonally Adjusted,5371.4
2019-06-01,Household spending - Percentage change from previous period,Miscellaneous goods and services,Australia,Percent,Seasonally Adjusted,-2.4
2019-06-01,Household spending - Through the year percentage change,Miscellaneous goods and services,Australia,Percent,Seasonally Adjusted,3.4
2019-06-01,Household spending,Non Discretionary,Australia,$ Millions,Seasonally Adjusted,19482.6
2019-06-01,Household spending - Percentage change from previous period,Non Discretionary,Australia,Percent,Seasonally Adjusted,-1.5
2019-06-01,Household spending - Through the year percentage change,Non Discretionary,Australia,Percent,Seasonally Adjusted,-0.8
2019-06-01,Household spending,Recreation and culture,Australia,$ Millions,Seasonally Adjusted,8608.6
2019-06-01,Household spending - Percentage change from previous period,Recreation and culture,Australia,Percent,Seasonally Adjusted,-0.6
2019-06-01,Household spending - Through the year percentage change,Recreation and culture,Australia,Percent,Seasonally Adjusted,-5.0
2019-06-01,Household spending,Services,Australia,$ Millions,Seasonally Adjusted,24114.3
2019-06-01,Household spending - Percentage change from previous period,Services,Australia,Percent,Seasonally Adjusted,-1.7
2019-06-01,Household spending - Through the year percentage change,Services,Australia,Percent,Seasonally Adjusted,-3.2
2019-06-01,Household spending,Total (Household Spending Categories),Australia,$ Millions,Seasonally Adjusted,54820.3
2019-06-01,Household spending - Percentage change from previous period,Total (Household Spending Categories),Australia,Percent,Seasonally Adjusted,-0.4
2019-06-01,Household spending - Through the year percentage change,Total (Household Spending Categories),Australia,Percent,Seasonally Adjusted,-1.2
2019-06-01,Household spending,Transport,Australia,$ Millions,Seasonally Adjusted,9351.2
